DIN,FullName,GenericName,BrandName,Dosage,DosageForm
800929,LACTASE 260 MG CA,LACTASE,Lactase Enzyme, 260 MG CA,CAPSULE
802131,FE SULF/VIT E/PYRIDOXINE/MIN  CA,FE SULF/VIT E/PYRIDOXINE/MIN  CA,Min Pro Vite,,CAPSULE
802174,VITAMIN E/ZINC SULFATE/SEL 400 UNIT CA,VITAMIN E/ZINC SULFATE/SEL,Nutrol E-400 Plus Zinc Et Selenium, 400 UNIT CA,CAPSULE
803499,TRIMEBUTINE MALEATE 200 MG TA,TRIMEBUTINE MALEATE,Modulon, 200 MG TA,TABLET
803510,VANCOMYCIN HCL 500 MG IF,VANCOMYCIN HCL,Vancocin Cp Add-Vantage, 500 MG IF,VIAL PORT
803529,ALPHA-1-PROTEINASE INHIBITOR 1000 MG HS,ALPHA-1-PROTEINASE INHIBITOR,Prolastin, 1000 MG HS,VIAL
803537,VANCOMYCIN HCL 1 G IF,VANCOMYCIN HCL,Vancocin, 1 G IF,VIAL PORT
803561,CROMOLYN SODIUM 4 % OA,CROMOLYN SODIUM,Vistacrom Eye Ointment, 4 % OA,OINT. (G)
803588,KETOCONAZOLE 2 % SS,KETOCONAZOLE,Nizoral Shp, 2 % SS,SHAMPOO
803677,CHLORHEXIDINE GLUCONATE 1 % AS,CHLORHEXIDINE GLUCONATE,Hexifoam-Skin Disinfectant Aer, 1 % AS,SPRAY
804568,MENTH/CAMPH/ALLAN/PHE/PETROLAT  OA,MENTH/CAMPH/ALLAN/PHE/PETROLAT  OA,Vaseline Lip Therapy Medicated Ointment,,OINT. (G)
805300,SALICYLIC ACID 2 % ED,SALICYLIC ACID,Aveeno Cleansing Bar Acne Formula, 2 % ED,MED. SOAP
805599,AM.CHLOR/GG/COCILL/IPE/CRE/MEN  ST,AM.CHLOR/GG/COCILL/IPE/CRE/MEN  ST,Pulmosirum Plus Expectorant,,SYRUP
805602,COCILL/GUAIA/IPE/CREO/WH-P/T-B  ST,COCILL/GUAIA/IPE/CREO/WH-P/T-B  ST,Pulmosirum Expectorant Syrup,,SYRUP
805750,HERBAL DRUGS  OA,HERBAL DRUGS  OA,Natraway Herbal Ont,,OINT. (G)
806196,KARAYA GUM 62%(7GRAM) JQ,KARAYA GUM,Normacol, 62%(7GRAM) JQ,GRAN PACK
806382,GENTIAN VIOLET 2 % SA,GENTIAN VIOLET,Gentian Tincture, 2 % SA,SOLUTION
806471,LIDOCAINE 0.5 % AS,LIDOCAINE,Solarcaine First Aid Lidocaine Spray, 0.5 % AS,SPRAY
806536,CALCIUM/ASCORBIC ACID/MINERALS  TA,CALCIUM/ASCORBIC ACID/MINERALS  TA,Cal + Mag Hvp Chel Plus C Potass + Zinc,,TABLET
806560,CALCIUM CARB/MAG OXIDE/VIT C 365-200MG TA,CALCIUM CARB/MAG OXIDE/VIT C,Calcium Magnesium Avec Vitamine C, 365-200MG TA,TABLET
806579,CALCIUM/MAG/VITAMIN D2/ZINC  TA,CALCIUM/MAG/VITAMIN D2/ZINC  TA,Calcium Magnesium Avec Vitamine D Et Zinc,,TABLET
806625,PPA/ACETAMINOPHEN 12.5-325MG TA,PPA/ACETAMINOPHEN,Dilotab, 12.5-325MG TA,TABLET
806633,DM/PSEUDOEPHED/ACETAMINOPHEN 10-30-325 CA,DM/PSEUDOEPHED/ACETAMINOPHEN,Histenol Coldlets, 10-30-325 CA,CAPSULE
806641,CALCIUM CARBONATE 168(420)MG TC,CALCIUM CARBONATE,Trial Antacid, 168(420)MG TC,TAB CHEW
806730,MISC ELECTROLYTE REPLACEMENT  SO,MISC ELECTROLYTE REPLACEMENT  SO,Eye Wash,,DROPS
807575,SALICYLIC ACID/ALCOHOL  ET,SALICYLIC ACID/ALCOHOL  ET,Clearasil Dual Text Pads Reg Strength,,MED. PAD
807680,SODIUM IODIDE 10 % HV,SODIUM IODIDE,Sodium Iodide, 10 % HV,VIAL
807745,ACETAMINOPHEN 160 MG TC,ACETAMINOPHEN,Children'S Acetaminophen Chewables, 160 MG TC,TAB CHEW
808187,BETAMETHASONE/PROPYLENE GLYC 0.05 % SK,BETAMETHASONE/PROPYLENE GLYC,Diprolene Glycol Lotion, 0.05 % SK,LOTION
808601,IFOSFAMIDE 3 G HS,IFOSFAMIDE,Ifex, 3 G HS,VIAL
808652,HALOPERIDOL 5 MG/ML(1) HH,HALOPERIDOL,Haloperidol, 5 MG/ML(1) HH,AMPUL
808954,FERROUS FUMARATE 55(18)MG CA,FERROUS FUMARATE,Irons, 55(18)MG CA,CAPSULE
809144,PSEUDOEPHED/CODEINE/TRIPROLIDN 30-10-1.25 ST,PSEUDOEPHED/CODEINE/TRIPROLIDN,Cotrifed, 30-10-1.25 ST,SYRUP
809357,ALCOHOL ANTISEPTIC PADS  ET,ALCOHOL ANTISEPTIC PADS  ET,Alcohol Swab,,MED. PAD
810177,MAG HYDROX/ALUMINUM HYD/SIMETH 450-500-40 SC,MAG HYDROX/ALUMINUM HYD/SIMETH,Maalox Plus Extra Strength Suspension, 450-500-40 SC,ORAL SUSP
810231,POTASSIUM CHLORIDE 12 MEQ TA,POTASSIUM CHLORIDE,K-Med , 12 MEQ TA,TABLET
810339,CYANOCOBALAMIN (VITAMIN B-12) 30 MCG TA,CYANOCOBALAMIN (VITAMIN B-12),Gssf, 30 MCG TA,TABLET
810347,VITAMIN A/ASCORBIC ACID 1600-5 CA,VITAMIN A/ASCORBIC ACID,Formule, 1600-5 CA,CAPSULE
810398,BILE EX/CHOLINE BIT/MAG/HC123 50 MG-35MG TA,BILE EX/CHOLINE BIT/MAG/HC123,Acti-Bile, 50 MG-35MG TA,TABLET
811351,PPA/ACETYLSALICYLIC ACID 12.5-325MG TA,PPA/ACETYLSALICYLIC ACID,Coricidin Nd, 12.5-325MG TA,TABLET
811556,"INHALER, ASSIST DEVICES  EA","INHALER, ASSIST DEVICES  EA",Beclovent Rotahaler,,EACH
811599,NEOMYCIN/BACITRACIN/POLYMYXINB 5-400-5000 OA,NEOMYCIN/BACITRACIN/POLYMYXINB,Bacitracin-Neomycin Polymyxin Ont, 5-400-5000 OA,OINT. (G)
812021,FLUORIDE (SODIUM) 1.23 % KP,FLUORIDE (SODIUM),Nupro Pst, 1.23 % KP,PASTE (G)
812471,"INTERFERON ALFA-2A,RECOMB. 18MM UNIT HS","INTERFERON ALFA-2A,RECOMB.",Roferon-A, 18MM UNIT HS,VIAL
812498,"INTERFERON ALFA-2A,RECOMB. 6MMUNIT/ML HV","INTERFERON ALFA-2A,RECOMB.",Roferon A Soln, 6MMUNIT/ML HV,VIAL
812501,"INTERFERON ALFA-2A,RECOMB. 3MMUNIT/ML HV","INTERFERON ALFA-2A,RECOMB.",Roferon-A Sol, 3MMUNIT/ML HV,VIAL
812579,SODIUM SALICYLATE/SOD BENZ/SLS  SL,SODIUM SALICYLATE/SOD BENZ/SLS  SL,Plax Anti-Plaque Dental Rinse Mint,,LIQUID
812994,"WATER FOR INJECTION,STERILE  HH","WATER FOR INJECTION,STERILE  HH",Water Forection Bp,,AMPUL
813044,SALICYLIC ACID 15 % ET,SALICYLIC ACID,Trans-Ver-Sal Pad, 15 % ET,MED. PAD
813508,E-LYTES/CARBOXYMETHYLCELLULOSE  EL,E-LYTES/CARBOXYMETHYLCELLULOSE  EL,Moi-Stir Orl Swabsticks,,MED. SWAB
813958,ALPRAZOLAM 2 MG TA,ALPRAZOLAM,Xanax Ts, 2 MG TA,TABLET
813966,MISOPROSTOL 100 MCG TA,MISOPROSTOL,Cytotec, 100 MCG TA,TABLET
814008,SULFADIAZINE/TRIMETHOPRIM 820-180MG TA,SULFADIAZINE/TRIMETHOPRIM,Coptin, 820-180MG TA,TABLET
814091,BUDESONIDE 200 MCG AJ,BUDESONIDE,Pulmicort Spacer Inh, 200 MCG AJ,AER W/ADAP
814350,VITAMIN E ACID SUCCINATE 400 UNIT CA,VITAMIN E ACID SUCCINATE,Vitamin E, 400 UNIT CA,CAPSULE
814377,PYRIDOXINE HCL (VITAMIN B6) 100 MG CS,PYRIDOXINE HCL (VITAMIN B6),B6, 100 MG CS,CAPSULE ER
814822,PHENYLEPHRINE/PPA/ACETAMINOPHN 5-5-325MG TA,PHENYLEPHRINE/PPA/ACETAMINOPHN,Dimetapp-A Sinus, 5-5-325MG TA,TABLET
814881,OXYBENZONE/PDO/CINOX/SUNSCREEN  SK,OXYBENZONE/PDO/CINOX/SUNSCREEN  SK,Total Cover Sunblock Lot,,LOTION
814903,OXYBENZONE/CINOXATE/SUNSCREEN  SL,OXYBENZONE/CINOXATE/SUNSCREEN  SL,Oil-Free Sun Block Spf,,LIQUID
815136,GUAIACOL/EPHED/COD/CP/PHENYLTX 20-25MG/5 SC,GUAIACOL/EPHED/COD/CP/PHENYLTX,Omni-Tuss Sus, 20-25MG/5 SC,ORAL SUSP
815268,SENNOSIDES  JA,SENNOSIDES  JA,Senolax Jam,,JELLY (G)
815349,OPIUM/BELLADONNA ALKALOIDS 65 MG-15MG QA,OPIUM/BELLADONNA ALKALOIDS,Pms-Opium And Belladona Sup, 65 MG-15MG QA,SUPP.RECT
815365,"CALCIUM CARB,PHOS/VIT D3/B2/B1  TA","CALCIUM CARB,PHOS/VIT D3/B2/B1  TA",Vita-Cal Pluslets,,TABLET
815837,CHLOROPHYLLIN COPPER COMPLEX 50 MG CA,CHLOROPHYLLIN COPPER COMPLEX,N'Odor, 50 MG CA,CAPSULE
815918,PSYLLIUM SEED/BRAN 225-225 MG CA,PSYLLIUM SEED/BRAN,Wheat Bran Psylliumsule, 225-225 MG CA,CAPSULE
816078,THIAMINE HCL 100 MG/ML HH,THIAMINE HCL,Vitamin B1, 100 MG/ML HH,AMPUL
816094,POTASSIUM CHLORIDE 4 MEQ/ML HH,POTASSIUM CHLORIDE,Potassium Chlorure, 4 MEQ/ML HH,AMPUL
816108,METHYLENE BLUE 1 % HV,METHYLENE BLUE,Methylene Blueection Usp, 1 % HV,VIAL
816175,ASCORBATE CALCIUM 600 MG CA,ASCORBATE CALCIUM,Vitamine C, 600 MG CA,CAPSULE
816221,CHROMIUM 10 MCG CA,CHROMIUM,Ionochrome, 10 MCG CA,CAPSULE
816795,BETA-CAROTENE/VIT C/VIT B6/ZN  TA,BETA-CAROTENE/VIT C/VIT B6/ZN  TA,Echina-B-Clet,,TABLET
816817,CALCIUM/MAGNESIUM/VITAMIN D2  TA,CALCIUM/MAGNESIUM/VITAMIN D2  TA,Cal-Mag Plus D,,TABLET
816892,FE GLUC/VIT B1/B2/B3/B5/B6/B12 16-4.5/10 HH,FE GLUC/VIT B1/B2/B3/B5/B6/B12,Multi-Vit + Fer/Iron, 16-4.5/10 HH,AMPUL
817074,PSEUDOEPHEDRINE HCL 120 MG TS,PSEUDOEPHEDRINE HCL,Pseudoephedrine Hydrochloride Srt, 120 MG TS,TABLET ER
817082,PSEUDOEPHEDRINE HCL 240 MG CS,PSEUDOEPHEDRINE HCL,Maxenal Src, 240 MG CS,CAPSULE ER
817090,PENTAMIDINE ISETHIONATE 200 MG HS,PENTAMIDINE ISETHIONATE,Pentacarinat, 200 MG HS,VIAL
817104,PENTAMIDINE ISETHIONATE 300 MG HS,PENTAMIDINE ISETHIONATE,Pentacarinat, 300 MG HS,VIAL
817147,FLECAINIDE ACETATE 50 MG TA,FLECAINIDE ACETATE,Tambocor, 50 MG TA,TABLET
817163,CIPROFLOXACIN HCL 250 MG TA,CIPROFLOXACIN HCL,Cipro, 250 MG TA,TABLET
817171,CIPROFLOXACIN HCL 500 MG TA,CIPROFLOXACIN HCL,Cipro, 500 MG TA,TABLET
817198,CIPROFLOXACIN HCL 750 MG TA,CIPROFLOXACIN HCL,Cipro, 750 MG TA,TABLET
817201,KETOPROFEN 200 MG TI,KETOPROFEN,Orudis Sr-200, 200 MG TI,TAB ER 24H
817562,CAMPH/EUCALYP OIL/MENTH/HC 106  OA,CAMPH/EUCALYP OIL/MENTH/HC,Vaporizing Ointment, 106  OA,OINT. (G)
817619,ZINC OXIDE/COD LIVER OIL 40 % OA,ZINC OXIDE/COD LIVER OIL,Diaper Relief Ointment, 40 % OA,OINT. (G)
818658,TERAZOSIN HCL 1 MG TA,TERAZOSIN HCL,Hytrin, 1 MG TA,TABLET
818666,TERAZOSIN HCL 5 MG TA,TERAZOSIN HCL,Hytrin, 5 MG TA,TABLET
818674,TERAZOSIN HCL 10 MG TA,TERAZOSIN HCL,Hytrin, 10 MG TA,TABLET
818682,TERAZOSIN HCL 2 MG TA,TERAZOSIN HCL,Hytrin, 2 MG TA,TABLET
818747,MALATHION 0.5 % SK,MALATHION,Prioderm Lot, 0.5 % SK,LOTION
819557,VITAMIN A PALMITATE/PANTOT AC  TA,VITAMIN A PALMITATE/PANTOT AC  TA,Formula M,,TABLET
819581,"BETA-CAROTENE(A)-C,E/SELENIUM  CA","BETA-CAROTENE(A)-C,E/SELENIUM  CA",Geri-Plus,,CAPSULE
819603,MAGNESIUM CARBONATE/MAG OXIDE 32-136MG TA,MAGNESIUM CARBONATE/MAG OXIDE,Magnesium Comprime, 32-136MG TA,TABLET
819972,FERROUS ASCORBATE 417(50) MG CA,FERROUS ASCORBATE,Iron Ascorbates, 417(50) MG CA,CAPSULE
820008,PEPSIN/BETAINE HCL 230-460MG CA,PEPSIN/BETAINE HCL,Betaine Hydrochloride W Pepsin, 230-460MG CA,CAPSULE
820032,ASCORBIC ACID 800 MG CA,ASCORBIC ACID,Vitamin Csules, 800 MG CA,CAPSULE
820040,FOLIC ACID 1 MG CA,FOLIC ACID,Folic Acidsules, 1 MG CA,CAPSULE
820059,CHROMIUM 200 MCG CA,CHROMIUM,Trivalent Chromium Chlorides, 200 MCG CA,CAPSULE
820067,MAGNESIUM CHLORIDE 30 MG/ML SL,MAGNESIUM CHLORIDE,Magnesium Chloride Solution, 30 MG/ML SL,LIQUID
820121,CHROMIUM 500 MCG CA,CHROMIUM,Trivalent Chromium Chlorides, 500 MCG CA,CAPSULE
820377,SALICYLIC ACID/LACTIC ACID  JG,SALICYLIC ACID/LACTIC ACID  JG,Cuplex Gel,,GEL (GRAM)
820601,NIACIN 500 MG CS,NIACIN,Niacin, 500 MG CS,CAPSULE ER
820636,MANGANESE 50 MG CA,MANGANESE,Manganese Chlorides, 50 MG CA,CAPSULE
820644,MAGNESIUM OXIDE 500 MG CA,MAGNESIUM OXIDE,Magnesium Oxide Usp, 500 MG CA,CAPSULE
820652,MAGNESIUM OXIDE 250 MG CA,MAGNESIUM OXIDE,Magnesium Oxide Usp, 250 MG CA,CAPSULE
820660,CALCIUM CARBONATE 600 MG CA,CALCIUM CARBONATE,Calcium Carbonate, 600 MG CA,CAPSULE
820679,ASCORBATE CALCIUM 800 MG CA,ASCORBATE CALCIUM,Calcium Ascorbate, 800 MG CA,CAPSULE
821276,CALCIUM CARB/MAG OXIDE/VIT E  CA,CALCIUM CARB/MAG OXIDE/VIT E  CA,Formula Fui Nitelys,,CAPSULE
821284,CALCIUM CARBONATE/MAGNESIUM OX 625-125MG CA,CALCIUM CARBONATE/MAGNESIUM OX,Cal-Magsules, 625-125MG CA,CAPSULE
821357,"AMINO ACIDS/MV,IRON,MIN  CA","AMINO ACIDS/MV,IRON,MIN  CA",Formula Fui Daily,,CAPSULE
821373,LIPASE/PROTEASE/AMYLASE 25K-100K CE,LIPASE/PROTEASE/AMYLASE,Cotazym Ecs, 25K-100K CE,CAPSULE DR
822280,ASCORBIC ACID 850 MG CA,ASCORBIC ACID,Vitamin C, 850 MG CA,CAPSULE
822345,PANTOTHENIC ACID (VIT B5) 500 MG CA,PANTOTHENIC ACID (VIT B5),Pantothenic Acid, 500 MG CA,CAPSULE
822353,NIACIN  PA,NIACIN  PA,Niacin,,POWDER
822396,MAGNESIUM CITRATE/CALCIUM CIT  PA,MAGNESIUM CITRATE/CALCIUM CIT  PA,Calcium-Magnesium,,POWDER
822426,CALCIUM CARBONATE  PA,CALCIUM CARBONATE  PA,Calcium Carbonate Powder,,POWDER
822558,PEPSIN/BETAINE HCL 150-625 MG TA,PEPSIN/BETAINE HCL,Metagest-Pepsin-Betaine Hcl, 150-625 MG TA,TABLET
822566,LIPASE/PROTEASE/AMYLASE 8.3-52-52K TA,LIPASE/PROTEASE/AMYLASE,Azeo-Pangen Pancreatinlets, 8.3-52-52K TA,TABLET
822612,CHLOROXYLENOL 3 % YV,CHLOROXYLENOL,Ez Scrub , 3 % YV,SPONGE
823023,CHLORPHENIRAMINE/DEXTROMETHORP 2-7.5 MG/5 SL,CHLORPHENIRAMINE/DEXTROMETHORP,Jack + Jill Children'S Formula Coughuid, 2-7.5 MG/5 SL,LIQUID
823066,CARBON MONOX/HELIUM/OXYG/NITRO 0.1-10-21% GA,CARBON MONOX/HELIUM/OXYG/NITRO,Lung Diffusion Test Mixture Gas, 0.1-10-21% GA,GAS
823910,CHROMIUM 250 MCG TA,CHROMIUM,Chromium, 250 MCG TA,TABLET
824070,VITE AC/LINOLEIC/GAMOLENIC AC  CA,VITE AC/LINOLEIC/GAMOLENIC AC  CA,Bionagre + E,,CAPSULE
824127,ERYTHROMYCIN BASE 2 % SA,ERYTHROMYCIN BASE,Sans-Acne, 2 % SA,SOLUTION
824135,TRAZODONE HCL 300 MG TA,TRAZODONE HCL,Desyrel Dividose, 300 MG TA,TABLET
824143,DESMOPRESSIN ACETATE 0.2 MG TA,DESMOPRESSIN ACETATE,Ddavplets, 0.2 MG TA,TABLET
824216,IPRATROPIUM BROMIDE 20 MCG AS,IPRATROPIUM BROMIDE,Atrovent Nasal Aerosol, 20 MCG AS,SPRAY
824224,CHLORPHENIRAMINE/PHENYLPROPAN 4-37.5MG/5 SC,CHLORPHENIRAMINE/PHENYLPROPAN,Corsym Suspension, 4-37.5MG/5 SC,ORAL SUSP
824291,CALCITRIOL 1 MCG/ML SJ,CALCITRIOL,Rocaltrol Oral Solution, 1 MCG/ML SJ,SOLUTION
824305,DESMOPRESSIN ACETATE 0.1 MG TA,DESMOPRESSIN ACETATE,Ddavplets, 0.1 MG TA,TABLET
824313,OXYBENZONE/PADIMATE O/CINOXATE  EH,OXYBENZONE/PADIMATE O/CINOXATE  EH,Bain De Soleil Gel Sunblock Stk Spf,,STICK (EA)
824321,OXYBENZONE/DIOXYBEN/PDO/CINOX  EH,OXYBENZONE/DIOXYBEN/PDO/CINOX  EH,Bain De Soleil Sunblock Stk Spf25,,STICK (EA)
824356,OXYBENZONE/PADIMATE O/CINOXATE  KA,OXYBENZONE/PADIMATE O/CINOXATE  KA,Bain De Soleil Sun Block Creme Spf25,,CREAM (G)
824429,OXYBEN/HOMOSAL/CINOX/SUNSCREEN SPF 30 SK,OXYBEN/HOMOSAL/CINOX/SUNSCREEN SPF,Coppertone Water-Babies Sunblock Lot Spf30, 30 SK,LOTION
824569,DYCLONINE HCL 1.2 MG TL,DYCLONINE HCL,Sucrets Childrens Cherry Loz, 1.2 MG TL,LOZENGE
824755,CHLOROPHYLLIN COPPER COMPLEX 50 MG/15ML SL,CHLOROPHYLLIN COPPER COMPLEX,Chlorogard, 50 MG/15ML SL,LIQUID
825077,VITAMIN A/VIT C/VIT E/MIN/PAP  CA,VITAMIN A/VIT C/VIT E/MIN/PAP  CA,Granny'S Ef Formula,,CAPSULE
825247,ME-SALICYLATE/MENTH/CAMPH/TURP 30-16-10% SK,ME-SALICYLATE/MENTH/CAMPH/TURP,Wood Lock Medicated Balm, 30-16-10% SK,LOTION
827118,FLAXSEED  PA,FLAXSEED  PA,Flax Seed,,POWDER
827789,DANDELION ROOT 510MG CA,DANDELION ROOT,Dandelion Root, 510MG CA,CAPSULE
827797,PARSLEY 430MG CA,PARSLEY,Parsley Herb, 430MG CA,CAPSULE
828521,BECLOMETHASONE DIPROPIONATE 100 MCG TD,BECLOMETHASONE DIPROPIONATE,Beclodisk, 100 MCG TD,DISK
828548,BECLOMETHASONE DIPROPIONATE 200 MCG TD,BECLOMETHASONE DIPROPIONATE,Beclodisk, 200 MCG TD,DISK
828726,THEOPHYLLINE IN DEXTROSE 5 % 800MG/0.5L HM,THEOPHYLLINE IN DEXTROSE ,Theophylline , 5 % 800MG/0.5L HM,IV SOLN
828742,THEOPHYLLINE IN DEXTROSE 5 % 200MG/50ML HM,THEOPHYLLINE IN DEXTROSE ,Theophylline , 5 % 200MG/50ML HM,IV SOLN
828750,"HEPARIN SODIUM,PORCINE/NS/PF 1000/500ML HM","HEPARIN SODIUM,PORCINE/NS/PF",Heparin Sod And, 1000/500ML HM,IV SOLN
829218,DIMETHICONE/ZINC OXIDE  KA,DIMETHICONE/ZINC OXIDE  KA,Dyprotex,,CREAM (G)
829323,BENZOCAINE/ZINC OXIDE  KA,BENZOCAINE/ZINC OXIDE  KA,Ivarest Medicated Cream,,CREAM (G)
829331,BENZOCAINE/CALAMINE  SK,BENZOCAINE/CALAMINE  SK,Ivarest Medicated Lotion,,LOTION
831255,CALCIUM CARBONATE/VITAMIN D3  SL,CALCIUM CARBONATE/VITAMIN D3  SL,Calcium W Duid,,LIQUID
831964,EUCALYPTUS/ME-SAL/MENTHOL/CAMP  JG,EUCALYPTUS/ME-SAL/MENTHOL/CAMP  JG,Therapeutic Soothing Ice Gel,,GEL (GRAM)
831972,BENZOPHENONE/OCTINOX/SUNSCREEN  SK,BENZOPHENONE/OCTINOX/SUNSCREEN  SK,Tender Age Sunblock Lot For Babies Spf20,,LOTION
832677,FERROUS GLUCONATE 444(50) MG TA,FERROUS GLUCONATE,Fer, 444(50) MG TA,TABLET
832758,SALBUTAMOL SULPHATE 400 MCG TD,SALBUTAMOL SULPHATE,Ventodisk, 400 MCG TD,DISK
832766,SALBUTAMOL SULPHATE 200 MCG TD,SALBUTAMOL SULPHATE,Ventodisk, 200 MCG TD,DISK
832804,CEFACLOR 375 MG/5ML PD,CEFACLOR,Ceclor, 375 MG/5ML PD,SUSP RECON
832812,GENTAMICIN SULFATE 1.6 MG/ML HV,GENTAMICIN SULFATE,Garamycin, 1.6 MG/ML HV,VIAL
832960,SODIUM CITRATE/TARTARIC ACID  PA,SODIUM CITRATE/TARTARIC ACID  PA,Eno Evp Orange-Flavour,,POWDER
833363,LACTASE 3400 UNIT CA,LACTASE,Lactace, 3400 UNIT CA,CAPSULE
833371,B COMPLEX W-C NO.20/FOLIC ACID 1 MG CA,B COMPLEX W-C NO.20/FOLIC ACID,Vitamin B + C, 1 MG CA,CAPSULE
833444,FOLIC ACID/VIT B COMPLEX AND C 1.75 MG PA,FOLIC ACID/VIT B COMPLEX AND C,13 B Vitamin, 1.75 MG PA,POWDER
835382,THIAMINE MONONITRATE (VIT B1) 50 MG TA,THIAMINE MONONITRATE (VIT B1),Thiamine Mononitrate, 50 MG TA,TABLET
836125,GUAR GUM 715MG TA,GUAR GUM,Dietrol, 715MG TA,TABLET
836273,LEUPROLIDE ACETATE 7.5 MG GY,LEUPROLIDE ACETATE,Lupron Depot, 7.5 MG GY,SYRINGEKIT
836281,CICLOPIROX OLAMINE 1 % SK,CICLOPIROX OLAMINE,Loprox Lotion, 1 % SK,LOTION
836311,CISAPRIDE MONOHYDRATE 5 MG TA,CISAPRIDE MONOHYDRATE,Prepulsid, 5 MG TA,TABLET
836338,CISAPRIDE MONOHYDRATE 10 MG TA,CISAPRIDE MONOHYDRATE,Prepulsid, 10 MG TA,TABLET
836354,CISAPRIDE MONOHYDRATE 1 MG/ML SC,CISAPRIDE MONOHYDRATE,Prepulsid Sus, 1 MG/ML SC,ORAL SUSP
836362,DESMOPRESSIN (NONREFRIGERATED) 10/SPRAY AT,DESMOPRESSIN (NONREFRIGERATED),Ddavp Spray, 10/SPRAY AT,SPRAY/PUMP
836370,SUCRALFATE 1 G/10 ML SC,SUCRALFATE,Sulcrate Sus, 1 G/10 ML SC,ORAL SUSP
836397,AMINO ACIDS 8.5 %/DEXTROSE 40% 8.5 % HM,AMINO ACIDS 8.5 %/DEXTROSE ,Travasol , 8.5 %/DEXTROSE 40% 8.5 % HM,IV SOLN
836656,ATTAPULGITE 600MG/15ML SC,ATTAPULGITE,Kaopectate, 600MG/15ML SC,ORAL SUSP
836788,DIPHENHYDRAMINE/B-CAINE/MENTH 2%-1.5%-1% SK,DIPHENHYDRAMINE/B-CAINE/MENTH,Bye Bye Bite Lot, 2%-1.5%-1% SK,LOTION
836796,LIDOCAINE/POVIDONE-IODINE 1 %-10 % YK,LIDOCAINE/POVIDONE-IODINE,Central Vein Catheterization Kit, 1 %-10 % YK,KIT
836966,MAGNESIUM CITRATE 200 MG TA,MAGNESIUM CITRATE,Magnesium Citrate, 200 MG TA,TABLET
836974,NIACIN/NIACINAMIDE 3 MG-250MG TA,NIACIN/NIACINAMIDE,Metacinamide, 3 MG-250MG TA,TABLET
836990,CA PANTOTHENATE/VIT B6/VIT B2 50-25-10MG TA,CA PANTOTHENATE/VIT B6/VIT B2,"Formula Adr-Vitamin B2,B6 W Calpan", 50-25-10MG TA,TABLET
837008,PANCREATIN 50 MG TA,PANCREATIN,Bio-Zyme, 50 MG TA,TABLET
837199,GAMOLENIC ACID/VITAMIN E 250MG-10 CA,GAMOLENIC ACID/VITAMIN E,Gamma Linolenic Acid W Vit E, 250MG-10 CA,CAPSULE
837709,PSEUDOEPHED/ACETAMINOPHEN/CPM  JL,PSEUDOEPHED/ACETAMINOPHEN/CPM  JL,Sinutab Nighttime Formula,,POWD PACK
837717,PSEUDOEPHEDRINE/ACETAMINOPHEN 60-325MG PP,PSEUDOEPHEDRINE/ACETAMINOPHEN,Sinutab N.D. Daytime Formula, 60-325MG PP,PACKET
837733,SALICYLIC ACID 27 % SL,SALICYLIC ACID,Soluver Plus, 27 % SL,LIQUID
838330,LIDOCAINE HCL 40 MG/ML HV,LIDOCAINE HCL,Xylocaine Solution Sterile, 40 MG/ML HV,VIAL
838616,LOBELIA 130 MG TA,LOBELIA,Lobelia, 130 MG TA,TABLET
838861,LIPASE/PROTEASE/AMYLASE 12K-45K-45 CE,LIPASE/PROTEASE/AMYLASE,Cotazym Ecs, 12K-45K-45 CE,CAPSULE DR
839043,"POT CHLORIDE/MV,CA,FE,MIN  TA","POT CHLORIDE/MV,CA,FE,MIN  TA",Super Daily No,,TABLET
839191,OCTREOTIDE ACETATE 50 MCG/ML HH,OCTREOTIDE ACETATE,Sandostatin, 50 MCG/ML HH,AMPUL
839205,OCTREOTIDE ACETATE 100 MCG/ML HH,OCTREOTIDE ACETATE,Sandostatin, 100 MCG/ML HH,AMPUL
839213,OCTREOTIDE ACETATE 500 MCG/ML HH,OCTREOTIDE ACETATE,Sandostatin, 500 MCG/ML HH,AMPUL
839299,VERAPAMIL HCL 2.5 MG/ML HH,VERAPAMIL HCL,Verapamil Hydrochlorideection Usp, 2.5 MG/ML HH,AMPUL
839302,AMINO ACIDS 4.25%/DEXTROSE 10% 4.25 % HM,AMINO ACIDS 4.25%/DEXTROSE ,Aminosyn Ii In Dextroseection, 4.25%/DEXTROSE 10% 4.25 % HM,IV SOLN
839310,AMINO ACIDS 4.25%/DEXTROSE 20% 4.25 % HM,AMINO ACIDS 4.25%/DEXTROSE ,Aminosyn Ii In Dextroseection, 4.25%/DEXTROSE 20% 4.25 % HM,IV SOLN
839329,LISINOPRIL 10 MG TA,LISINOPRIL,Zestril, 10 MG TA,TABLET
839337,LISINOPRIL 20 MG TA,LISINOPRIL,Zestril, 20 MG TA,TABLET
839388,LISINOPRIL 5 MG TA,LISINOPRIL,Prinivil, 5 MG TA,TABLET
839450,AMINO ACIDS 10%/DEXTROSE 10 % 10 % HM,AMINO ACIDS 10%/DEXTROSE ,Travasol , 10%/DEXTROSE 10 % 10 % HM,IV SOLN
839558,COCI/GUAIA/IPE/CREO/P-EPD/MEN  ST,COCI/GUAIA/IPE/CREO/P-EPD/MEN  ST,Pulmosirum Decongestionnant Sirop,,SYRUP
