,DIN,FullName,GenericName,BrandName,Dosage,DosageForm
8406,2166399,FEVERFEW 200 MG CA,FEVERFEW,Migracet Capsules, 200 MG CA,CAPSULE
8407,2166410,PEPSIN/BETAINE HCL 120-324MG TA,PEPSIN/BETAINE HCL,Gnc Natural Brand Betaine Hcl W.Pepsin-Tab, 120-324MG TA,TABLET
8408,2166704,"PROGESTERONE, MICRONIZED 100 MG CA","PROGESTERONE, MICRONIZED",Prometrium, 100 MG CA,CAPSULE
8409,2166747,MOCLOBEMIDE 300 MG TA,MOCLOBEMIDE,Manerix, 300 MG TA,TABLET
8410,2166984,CALCIUM CARBONATE/VITAMIN D2 600 MG-200 TA,CALCIUM CARBONATE/VITAMIN D2,Caltrate, 600 MG-200 TA,TABLET
8411,2167522,MANGANESE 10 MG TA,MANGANESE,Manganese (Gluconate), 10 MG TA,TABLET
8412,2167549,COPPER 2 MG TA,COPPER,Copper (Gluconate), 2 MG TA,TABLET
8413,2167670,PSEUDOEPHED/ACETAMINOPH/DIPHEN 30-500-25 TA,PSEUDOEPHED/ACETAMINOPH/DIPHEN,Extra Strength Tylenol Flu Nighttime Gelcap, 30-500-25 TA,TABLET
8414,2167832,DROPERIDOL 2.5 MG/ML HV,DROPERIDOL,Droperidol Injection Usp, 2.5 MG/ML HV,VIAL
8415,2167859,"TINZAPARIN SODIUM,PORCINE 3500/0.3ML HQ","TINZAPARIN SODIUM,PORCINE",Innohep Disp.Syr.-11700 Anti-Xa Iu/Ml, 3500/0.3ML HQ,SYRINGE
8416,2168006,AMINO ACIDS/MAGNESIUM 150 MG TA,AMINO ACIDS/MAGNESIUM,Chelated Magnesium, 150 MG TA,TABLET
8417,2168014,VIT A AND D3 IN COD LIVER OIL 2500-270 CA,VIT A AND D3 IN COD LIVER OIL,Cod Liver Oil - Cap, 2500-270 CA,CAPSULE
8418,2168022,EPHEDRINE/HERBAL DRUGS  TA,EPHEDRINE/HERBAL DRUGS  TA,Herbal Cold And Flu Formula - Tab,,TABLET
8419,2168138,CALCIUM/MAG/VITAMIN D3/ZINC  TA,CALCIUM/MAG/VITAMIN D3/ZINC  TA,Cal/Mag,,TABLET
8420,2168502,SERMORELIN ACETATE 50 MCG HR,SERMORELIN ACETATE,Geref, 50 MCG HR,AMPUL
8421,2168898,ESTRADIOL 7.5MCG/24H QV,ESTRADIOL,Estring, 7.5MCG/24H QV,VAG RING
8422,2168979,MEGESTROL ACETATE 400MG/10ML SC,MEGESTROL ACETATE,Megace Os, 400MG/10ML SC,ORAL SUSP
8423,2169118,LACTULOSE 10 G PP,LACTULOSE,Duphalac Dry, 10 G PP,PACKET
8424,2169215,VITAMIN E 600 UNIT CA,VITAMIN E,Gnc Natural Source Vitamin E Capsule, 600 UNIT CA,CAPSULE
8425,2169649,INTERFERON BETA-1B 0.3 MG HS,INTERFERON BETA-1B,Betaseron, 0.3 MG HS,VIAL
8426,2170566,LEVOLEUCOVORIN CALCIUM 25 MG HS,LEVOLEUCOVORIN CALCIUM,Isovorin, 25 MG HS,VIAL
8427,2170574,LEVOLEUCOVORIN CALCIUM 50 MG HS,LEVOLEUCOVORIN CALCIUM,Isovorin, 50 MG HS,VIAL
8428,2170582,LEVOLEUCOVORIN CALCIUM 175 MG HS,LEVOLEUCOVORIN CALCIUM,Isovorin, 175 MG HS,VIAL
8429,2170590,LEVOLEUCOVORIN CALCIUM 2.5 MG TA,LEVOLEUCOVORIN CALCIUM,Isovorin, 2.5 MG TA,TABLET
8430,2170604,LEVOLEUCOVORIN CALCIUM 5 MG TA,LEVOLEUCOVORIN CALCIUM,Isovorin, 5 MG TA,TABLET
8431,2170612,LEVOLEUCOVORIN CALCIUM 7.5 MG TA,LEVOLEUCOVORIN CALCIUM,Isovorin, 7.5 MG TA,TABLET
8432,2170620,LEVOLEUCOVORIN CALCIUM 12.5 MG TA,LEVOLEUCOVORIN CALCIUM,Isovorin, 12.5 MG TA,TABLET
8433,2170639,TRIAMTERENE/HYDROCHLOROTHIAZID 37.5-25 MG TA,TRIAMTERENE/HYDROCHLOROTHIAZID,Maxzide Tablet, 37.5-25 MG TA,TABLET
8434,2170647,TRIAMTERENE/HYDROCHLOROTHIAZID 75 MG-50MG TA,TRIAMTERENE/HYDROCHLOROTHIAZID,Maxzide Tablet, 75 MG-50MG TA,TABLET
8435,2170655,METHOTREXATE SODIUM/PF 20 MG HS,METHOTREXATE SODIUM/PF,Methotrexate-Pws Im Iv Iar Int Ivr, 20 MG HS,VIAL
8436,2170701,BISOPROLOL FUMARATE 10 MG TA,BISOPROLOL FUMARATE,Monocor, 10 MG TA,TABLET
8437,2170728,BISOPROLOL FUMARATE 5 MG TA,BISOPROLOL FUMARATE,Monocor, 5 MG TA,TABLET
8438,2170876,SOTALOL HCL 320 MG TA,SOTALOL HCL,Linsotalol, 320 MG TA,TABLET
8439,2170906,VALERIAN/SKULLCAP 300-350MG TA,VALERIAN/SKULLCAP,Herbal Nerve  -  Tablet, 300-350MG TA,TABLET
8440,2170914,ECHINACEA ANGUSTIFOLIA 325 MG CA,ECHINACEA ANGUSTIFOLIA,Echinalife, 325 MG CA,CAPSULE
8441,2171260,PSEUDOEPHED/ACETAMINOPH/DIPHEN 30-325-25 TA,PSEUDOEPHED/ACETAMINOPH/DIPHEN,Sinutab N.T. Regular Strength Caplets, 30-325-25 TA,TABLET
8442,2171309,LACTASE 500 MG TA,LACTASE,Milk Aid - Tab, 500 MG TA,TABLET
8443,2171317,DM/PSEUDOEPHED/ACETAMINOPH/CPM  TA,DM/PSEUDOEPHED/ACETAMINOPH/CPM  TA,Extra Strength Cold Medication Nighttime Rlf,,TABLET
8444,2171538,EUCALYPTUS/ME-SAL/MEN/CAMP/IPA  SK,EUCALYPTUS/ME-SAL/MEN/CAMP/IPA  SK,Sport Rub  -  Cream,,LOTION
8445,2171759,OCTINOXATE SPF 6 KM,OCTINOXATE SPF,Riche Creme: Soin Des Mains Fps, 6 KM,CREAM(ML)
8446,2171880,TIMOLOL MALEATE 0.25 % JS,TIMOLOL MALEATE,Timoptic-Xe, 0.25 % JS,SOL-GEL
8447,2171899,TIMOLOL MALEATE 0.5 % JS,TIMOLOL MALEATE,Timoptic-Xe, 0.5 % JS,SOL-GEL
8448,2171902,TIOCONAZOLE  ZD,TIOCONAZOLE  ZD,Gynecure Com.Pk.Vag Ont6.5%Vulvar Crm1% W/W,,COMBO. PKG
8449,2172437,GUAIFENESIN/PSEUDOEPHEDRNE HCL 100-30MG CA,GUAIFENESIN/PSEUDOEPHEDRNE HCL,Triaminic Decongest+Expect Liqui-Gels Cap, 100-30MG CA,CAPSULE
8450,2172585,KETOTIFEN FUMARATE 1 MG/ML SO,KETOTIFEN FUMARATE,Zaditen - Dps, 1 MG/ML SO,DROPS
8451,2172763,SEVOFLURANE  SL,SEVOFLURANE  SL,Sevorane Af,,LIQUID
8452,2172909,L. ACIDOPHILUS/BIFIDO LONGUM  CA,L. ACIDOPHILUS/BIFIDO LONGUM  CA,Probiotic,,CAPSULE
8453,2172941,ECHINACEA ANGUSTIFOLIA 350 MG CA,ECHINACEA ANGUSTIFOLIA,Echinacea, 350 MG CA,CAPSULE
8454,2172968,RHUBARB 375 MG CA,RHUBARB,Experience Capsules -, 375 MG CA,CAPSULE
8455,2173069,EPHEDRINE 8 MG TA,EPHEDRINE,Ultra T-M  -  Tablet, 8 MG TA,TABLET
8456,2173204,OXYBENZONE/OCTINOXATE/OCTILSAL 5-7.5-2% EH,OXYBENZONE/OCTINOXATE/OCTILSAL,Solar Shield Spf, 5-7.5-2% EH,STICK (EA)
8457,2174316,FERROUS SULFATE 150(30) MG CS,FERROUS SULFATE,Gnc Timed Release Womens Iron Fmla-Src, 150(30) MG CS,CAPSULE ER
8458,2174405,TITANIUM DIOXIDE 12 % KA,TITANIUM DIOXIDE,Natural Defense Make-Up - Crm, 12 % KA,CREAM (G)
8459,2174693,FLUTICASONE PROPIONATE 50 MCG GK,FLUTICASONE PROPIONATE,Flovent Diskus, 50 MCG GK,BLST W/DEV
8460,2174707,FLUTICASONE PROPIONATE 100 MCG GK,FLUTICASONE PROPIONATE,Flovent Diskus, 100 MCG GK,BLST W/DEV
8461,2174715,FLUTICASONE PROPIONATE 250 MCG GK,FLUTICASONE PROPIONATE,Flovent Diskus, 250 MCG GK,BLST W/DEV
8462,2174723,FLUTICASONE PROPIONATE 500 MCG GK,FLUTICASONE PROPIONATE,Flovent Diskus, 500 MCG GK,BLST W/DEV
8463,2174731,FLUTICASONE PROPIONATE 25 MCG AJ,FLUTICASONE PROPIONATE,Flovent Inhalers-Aem Inh-Orl, 25 MCG AJ,AER W/ADAP
8464,2174758,FLUTICASONE PROPIONATE 50 MCG AJ,FLUTICASONE PROPIONATE,Flovent Inhalers-Aem Inh-Orl, 50 MCG AJ,AER W/ADAP
8465,2174766,FLUTICASONE PROPIONATE 125 MCG AJ,FLUTICASONE PROPIONATE,Flovent Inhalers-Aem Inh-Orl125mcg/Actuation, 125 MCG AJ,AER W/ADAP
8466,2174774,FLUTICASONE PROPIONATE 250 MCG AJ,FLUTICASONE PROPIONATE,Flovent Inhalers-Aem Inh-Orl250mcg/Actuation, 250 MCG AJ,AER W/ADAP
8467,2174782,PSYLLIUM HUSK/ASPARTAME 3.4 G JL,PSYLLIUM HUSK/ASPARTAME,Metamucil Fibre Therapy-Smooth Texture Orange Flavour Sugar Free, 3.4 G JL,POWD PACK
8468,2175088,NIACIN/CHROMIC CHLORIDE 1 MG-80MCG CA,NIACIN/CHROMIC CHLORIDE,Formula, 1 MG-80MCG CA,CAPSULE
8469,2175142,BARIUM SULFATE 81 % SC,BARIUM SULFATE,Enterovu - Powder For Suspension, 81 % SC,ORAL SUSP
8470,2175347,BENZYL ALCOHOL 10 % JG,BENZYL ALCOHOL,Zilactin Early Relief Cold Sore Gel, 10 % JG,GEL (GRAM)
8471,2175533,PEP/LIP/OX BILE/PANCREAT/BROM  TA,PEP/LIP/OX BILE/PANCREAT/BROM  TA,Pancreatin And Enzyme Formula  -  Tablet,,TABLET
8472,2175568,TEA TREE OIL 20 % SK,TEA TREE OIL,Tea Tree Oil Emulsion - Liquid, 20 % SK,LOTION
8473,2175584,CALCIUM 150 MG CA,CALCIUM,Calcium, 150 MG CA,CAPSULE
8474,2175592,B-CAROTENE/VIT C/VIT E/SEL/ZN 7500 U-200 CA,B-CAROTENE/VIT C/VIT E/SEL/ZN,Super Ao Formula, 7500 U-200 CA,CAPSULE
8475,2175606,MAGNESIUM HVP CHELATE 100 MG CA,MAGNESIUM HVP CHELATE,Magnesium, 100 MG CA,CAPSULE
8476,2175630,PSEUDOEPH/DM/GUAIFEN/ACETAMIN  SH,PSEUDOEPH/DM/GUAIFEN/ACETAMIN  SH,Benylin,,EXPECT
8477,2175983,TACROLIMUS 5 MG CA,TACROLIMUS,Prograf, 5 MG CA,CAPSULE
8478,2175991,TACROLIMUS 1 MG CA,TACROLIMUS,Prograf, 1 MG CA,CAPSULE
8479,2176009,TACROLIMUS 5 MG/ML HH,TACROLIMUS,Prograf, 5 MG/ML HH,AMPUL
8480,2176017,ETIDRONATE/CALCIUM CARBONATE 400MG-1.25 UD,ETIDRONATE/CALCIUM CARBONATE,Didrocal, 400MG-1.25 UD,TAB DS PK
8481,2176076,BUMETANIDE 2 MG TA,BUMETANIDE,Burinex - Tab, 2 MG TA,TABLET
8482,2176521,PARS/JUNIP/BUCH/BEARBERRY LEAF  TA,PARS/JUNIP/BUCH/BEARBERRY LEAF  TA,Natural Source Water Pill-Tab,,TABLET
8483,2176823,PSYLLIUM SEED 5 G PP,PSYLLIUM SEED,Psyllium Husks Powder -, 5 G PP,PACKET
8484,2177080,DOCETAXEL FNL 80MG/8 HV,DOCETAXEL FNL,Taxotere, 80MG/8 HV,VIAL
8485,2177099,DOCETAXEL FNL 20MG/2 HV,DOCETAXEL FNL,Taxotere, 20MG/2 HV,VIAL
8486,2177102,FAMCICLOVIR 500 MG TA,FAMCICLOVIR,Famvir, 500 MG TA,TABLET
8487,2177374,POTASSIUM/NIACINAMIDE 33.35-20MG CA,POTASSIUM/NIACINAMIDE,Formula, 33.35-20MG CA,CAPSULE
8488,2177412,MENTHOL 6 % SL,MENTHOL,Therapain Roll On -, 6 % SL,LIQUID
8489,2177420,DIMETHICONE/OCTINOXATE/MERADIM SPF 15 EH,DIMETHICONE/OCTINOXATE/MERADIM SPF,Blistex Lip Tone Balm, 15 EH,STICK (EA)
8490,2177528,TRICLOSAN 0.58% PN,TRICLOSAN,Anti-Microbial Cleanser, 0.58% PN,CLEANSER
8491,2177749,MORPHINE SULFATE 15 MG CO,MORPHINE SULFATE,M-Eslon, 15 MG CO,CAP12H PEL
8492,2177757,MORPHINE SULFATE 200 MG CO,MORPHINE SULFATE,M-Eslon, 200 MG CO,CAP12H PEL
8493,2177994,BISMUTH SUBSALICYLATE 262 MG TA,BISMUTH SUBSALICYLATE,Pepto Bismol Caplet -, 262 MG TA,TABLET
8494,2178125,HEMODIALYSIS SOLUTION NO.31 2-1.5MMOL SA,HEMODIALYSIS SOLUTION NO.31,Acid Concentrate D12272, 2-1.5MMOL SA,SOLUTION
8495,2178133,HEMODIALYSIS SOLN 48 WITHOUT K 0.5-0.5/L SA,HEMODIALYSIS SOLN ,Acid Concentrate D12273, 48 WITHOUT K 0.5-0.5/L SA,SOLUTION
8496,2178168,HEMODIALYSIS SOLUTION NO.56 1-1.25MMOL SA,HEMODIALYSIS SOLUTION NO.56,Acid Concentrate D12316, 1-1.25MMOL SA,SOLUTION
8497,2178842,"IMMUNE GLOBULIN,G(IGG)/MALTOSE 5 % HV","IMMUNE GLOBULIN,G(IGG)/MALTOSE",Gamimune N, 5 % HV,VIAL
8498,2178869,TRICLOCARBAN 1.5 % ED,TRICLOCARBAN,Cuticura Medicated Anti-Bacterial Bar-Or.Fml, 1.5 % ED,MED. SOAP
8499,2179520,THYM/ME-SAL/MEN/CAMPH/GLYC SAL  EJ,THYM/ME-SAL/MEN/CAMPH/GLYC SAL  EJ,Salonpas - Pls Top,,PLASTER
8500,2179660,CLONAZEPAM 0.25 MG TA,CLONAZEPAM,Pms-Clonazepam- Tab, 0.25 MG TA,TABLET
8501,2179709,INDAPAMIDE 1.25 MG TA,INDAPAMIDE,Lozide, 1.25 MG TA,TABLET
8502,2179717,"INTERFERON ALFA-2A,RECOMB. 6MM UNIT HS","INTERFERON ALFA-2A,RECOMB.",Roferon-A, 6MM UNIT HS,VIAL
8503,2179725,CEFPODOXIME PROXETIL 100 MG TA,CEFPODOXIME PROXETIL,Orelox, 100 MG TA,TABLET
8504,2180308,PYRIDOXINE HCL (VITAMIN B6) 200 MG TS,PYRIDOXINE HCL (VITAMIN B6),Vitamin B-6 Tablets - Srt, 200 MG TS,TABLET ER
8505,2180634,DIATRIZOATE MEGLUMINE 18 % HM,DIATRIZOATE MEGLUMINE,Hypaque-M, 18 % HM,IV SOLN
8506,2180642,DIATRIZOATE MEGLUMINE 30 % HM,DIATRIZOATE MEGLUMINE,Hypaque-M, 30 % HM,IV SOLN
8507,2180669,DIATRIZOATE MEGLUMINE 60 % HM,DIATRIZOATE MEGLUMINE,Hypaque-M, 60 % HM,IV SOLN
8508,2180707,CLOTRIMAZOLE 1 % SK,CLOTRIMAZOLE,Lotrimin Af, 1 % SK,LOTION
8509,2180898,THYMOL/MENTHOL/EUCALYPTOL  SM,THYMOL/MENTHOL/EUCALYPTOL  SM,Antiseptic Mouthwash,,MOUTHWASH
8510,2181134,SALICYLIC ACID 3 % KA,SALICYLIC ACID,Imba - Crm, 3 % KA,CREAM (G)
8511,2181150,CLIOQUINOL/ALLANTOIN/PHENOL 2-1-0.25% OA,CLIOQUINOL/ALLANTOIN/PHENOL,Phen-Oris - Ont Top, 2-1-0.25% OA,OINT. (G)
8512,2181223,CALCIUM CARB/MAGNESIUM CARB 217-183MG TA,CALCIUM CARB/MAGNESIUM CARB,Frutin - Tab, 217-183MG TA,TABLET
8513,2181258,EVENING PRIMROSE OIL 1000 MG CA,EVENING PRIMROSE OIL,Evening Primrose Oil, 1000 MG CA,CAPSULE
8514,2181312,PEPSIN/AMY/OXBILE/PANCREAT/BET 65-130-100 TA,PEPSIN/AMY/OXBILE/PANCREAT/BET,Enzyme Tablets, 65-130-100 TA,TABLET
8515,2181444,CASCARA SAGRADA/SENNA 150-240MG CA,CASCARA SAGRADA/SENNA,Laxaco Herbal Laxative Capsules, 150-240MG CA,CAPSULE
8516,2181479,CILAZAPRIL/HYDROCHLOROTHIAZIDE 5MG-12.5MG TA,CILAZAPRIL/HYDROCHLOROTHIAZIDE,Inhibace Plus, 5MG-12.5MG TA,TABLET
8517,2181916,ETHYL ALCOHOL 66.5 % JC,ETHYL ALCOHOL,Antiseptic Bio-Hand Cleaner, 66.5 % JC,GEL (ML)
8518,2182181,SILICON DIOXIDE 80 MG/5 ML SJ,SILICON DIOXIDE,Silica - Liq, 80 MG/5 ML SJ,SOLUTION
8519,2182327,OCTINOXATE 3 % SL,OCTINOXATE,Monoi: Huile Seche Spf, 3 % SL,LIQUID
8520,2182351,CAPSAICIN 3 % EJ,CAPSAICIN,Vorwerk Chili Brand Porous Capsicum Plaster, 3 % EJ,PLASTER
8521,2182424,PSEUDOEPHED/ACETAMINOPHEN/CPM 7.5-80-0.5 SN,PSEUDOEPHED/ACETAMINOPHEN/CPM,Infants Tylenol Cold Suspension Drops, 7.5-80-0.5 SN,DROPS SUSP
8522,2182521,ECHINACEA PURPUREA 400 MG TA,ECHINACEA PURPUREA,Echinaforce Tablets, 400 MG TA,TABLET
8523,2182629,CHLOROXYLENOL 0.5 % SK,CHLOROXYLENOL,Unica Super-Derm - Lot, 0.5 % SK,LOTION
8524,2182637,MENTHOL 3 MG TL,MENTHOL,Formula T.T. Lozenges -, 3 MG TL,LOZENGE
8525,2182645,MENTHOL 6 MG TL,MENTHOL,Formula T.T.O. Honey Lozenges, 6 MG TL,LOZENGE
8526,2182750,METHOTREXATE 10 MG TA,METHOTREXATE,"Methotrexate Tablets, Usp", 10 MG TA,TABLET
8527,2182815,LOSARTAN POTASSIUM 25 MG TA,LOSARTAN POTASSIUM,Cozaar, 25 MG TA,TABLET
8528,2182866,CLINDAMYCIN HCL 300 MG CA,CLINDAMYCIN HCL,Dalacin C, 300 MG CA,CAPSULE
8529,2182874,LOSARTAN POTASSIUM 50 MG TA,LOSARTAN POTASSIUM,Cozaar, 50 MG TA,TABLET
8530,2182882,LOSARTAN POTASSIUM 100 MG TA,LOSARTAN POTASSIUM,Cozaar, 100 MG TA,TABLET
8531,2182998,LEUCOVORIN CALCIUM 500MG/50ML HV,LEUCOVORIN CALCIUM,Leucovorin Calcium Injection Usp, 500MG/50ML HV,VIAL
8532,2183005,LEUCOVORIN CALCIUM 50 MG/5 ML HV,LEUCOVORIN CALCIUM,Leucovorin Calcium Injection Usp, 50 MG/5 ML HV,VIAL
8533,2183048,VINCRISTINE SULFATE 2 MG HS,VINCRISTINE SULFATE,Vincristine, 2 MG HS,VIAL
8534,2183226,LINOLEIC/GAMOL AC/PALMIT AC/OL  CA,LINOLEIC/GAMOL AC/PALMIT AC/OL  CA,Borage Oil Capsules,,CAPSULE
8535,2183358,OXYGEN 99 % GA,OXYGEN,Oxygen Usp, 99 % GA,GAS
8536,2183404,MAGNESIUM CITRATE 90 MG CA,MAGNESIUM CITRATE,Magnesium Citrate - Cap, 90 MG CA,CAPSULE
8537,2184435,MORPHINE SULFATE 20 MG CP,MORPHINE SULFATE,Kadian, 20 MG CP,CAP24H PEL
8538,2184443,MORPHINE SULFATE 50 MG CP,MORPHINE SULFATE,Kadian, 50 MG CP,CAP24H PEL
8539,2184451,MORPHINE SULFATE 100 MG CP,MORPHINE SULFATE,Kadian, 100 MG CP,CAP24H PEL
8540,2184478,BICALUTAMIDE 50 MG TA,BICALUTAMIDE,Casodex, 50 MG TA,TABLET
8541,2184551,MORPHINE SULFATE 100 MG CB,MORPHINE SULFATE,Kadian, 100 MG CB,CAP ER 12H
8542,2184672,COAL TAR 1 % SU,COAL TAR,Exorex Gel, 1 % SU,EMULSION
8543,2184680,COAL TAR 2 % JG,COAL TAR,Exorex Gel, 2 % JG,GEL (GRAM)
8544,2184737,CASCARA SAGRADA 500 MG CA,CASCARA SAGRADA,Cascara Sagrada, 500 MG CA,CAPSULE
8545,2184788,SILYMARIN 150 MG CA,SILYMARIN,Milk Thistle, 150 MG CA,CAPSULE
8546,2184885,AMY/CELL/LIPAS/MALT/PRT/LAC/IN 15MG-40MG CA,AMY/CELL/LIPAS/MALT/PRT/LAC/IN,Digestion Formula - Cap, 15MG-40MG CA,CAPSULE
8547,2185210,GENTIAN  SO,GENTIAN  SO,Gentian - Liquid,,DROPS
8548,2185792,LINOLEIC/LINOLEN AC/PALMIT AC/  CA,LINOLEIC/LINOLEN AC/PALMIT AC/  CA,Flaxseed Oil Capsules,,CAPSULE
8549,2185881,GRANISETRON HCL 1 MG TA,GRANISETRON HCL,Kytril Tablets, 1 MG TA,TABLET
8550,2185911,FAMOTIDINE 10 MG TC,FAMOTIDINE,Pepcid Ac (Chewable Tab) -, 10 MG TC,TAB CHEW
8551,2185938,FAMOTIDINE 10 MG TA,FAMOTIDINE,Pepcid Ac, 10 MG TA,TABLET
8552,2186004,SODIUM BICARBONATE/FENNEL OIL  SL,SODIUM BICARBONATE/FENNEL OIL  SL,Chase Kolik (Alcohol Free) Gripe Water - Liq,,LIQUID
8553,2186799,OXYBENZONE/OCTINOXATE 0.5-3.5% KA,OXYBENZONE/OCTINOXATE,Capture Rides - Crm, 0.5-3.5% KA,CREAM (G)
8554,2186802,GANCICLOVIR 250 MG CA,GANCICLOVIR,Cytovene - Cap, 250 MG CA,CAPSULE
8555,2186845,APROTININ 10000/ML HV,APROTININ,Trasylol, 10000/ML HV,VIAL
8556,2186896,CALCIUM CARBONATE 350 MG TC,CALCIUM CARBONATE,Tums Extra Strength Assorted Tropical Fruit, 350 MG TC,TAB CHEW
8557,2187000,METHYL SALICYLATE/MENTHOL 10 %-2 % KA,METHYL SALICYLATE/MENTHOL,Kobi - Crm, 10 %-2 % KA,CREAM (G)
8558,2187051,IOTROLAN 280MG/ML HV,IOTROLAN,Osmovist, 280MG/ML HV,VIAL
8559,2187078,HEPATITIS A VIRUS VACCINE 1440/ML HV,HEPATITIS A VIRUS VACCINE,Havrix - Sus Im, 1440/ML HV,VIAL
8560,2187817,DPT-POLIO/HIB CONJ-TET  ZD,DPT-POLIO/HIB CONJ-TET  ZD,Dpt-Polio-Hib Combo Pack,,COMBO. PKG
8561,2187825,"ANTIHEMOPHILIC FACTOR, HUMAN 250 (+/-) HS","ANTIHEMOPHILIC FACTOR, HUMAN",Koate-Hp, 250 (+/-) HS,VIAL
8562,2187841,"ANTIHEMOPHILIC FACTOR, HUMAN 1000 (+/-) HS","ANTIHEMOPHILIC FACTOR, HUMAN",Koate-Hp - Pws Iv, 1000 (+/-) HS,VIAL
8563,2187868,"ANTIHEMOPHILIC FACTOR, HUMAN 1500 (+/-) HS","ANTIHEMOPHILIC FACTOR, HUMAN",Koate-Hp, 1500 (+/-) HS,VIAL
8564,2187876,TERAZOSIN HCL 1-2-5(14) UD,TERAZOSIN HCL,Hytrin-7 Tabs 1mg-7 Tabs , 1-2-5(14) UD,TAB DS PK
8565,2188252,CALCIUM/MAGNESIUM/VITAMIN D3 333 MG-200 TA,CALCIUM/MAGNESIUM/VITAMIN D3,Swical D-M - Tab, 333 MG-200 TA,TABLET
8566,2188422,TRICLOSAN 0.55 % JC,TRICLOSAN,Antibacterial Body Cleansing Gel -, 0.55 % JC,GEL (ML)
8567,2188708,BENZOYL PEROXIDE 4 % PL,BENZOYL PEROXIDE,Panoxyl Creamy Wash, 4 % PL,CLEANSER
8568,2188716,OXYBENZONE/OCTINOXATE  KA,OXYBENZONE/OCTINOXATE  KA,Ultraplus Day Cream (With Sun Protection),,CREAM (G)
8569,2189097,FLUPHENAZINE DECANOATE 100 MG/ML HV,FLUPHENAZINE DECANOATE,Fluphenazine Decanoate Injection B.P., 100 MG/ML HV,VIAL
8570,2189100,ALBUMIN HUMAN 5 % HM,ALBUMIN HUMAN,Plasbumin-5, 5 % HM,IV SOLN
8571,2189127,"DIPHTHERIA,TETANUS,POLIO VACCN  HH","DIPHTHERIA,TETANUS,POLIO VACCN  HH",Dt Polio Adsorbed - Sus Im,,AMPUL
8572,2189135,ANTITHROMBIN III (PLASMA DER) 500 UNIT HS,ANTITHROMBIN III (PLASMA DER),Thrombate Iii, 500 UNIT HS,VIAL
8573,2189143,ANTITHROMBIN III (PLASMA DER) 1000 UNIT HS,ANTITHROMBIN III (PLASMA DER),Thrombate Iii, 1000 UNIT HS,VIAL
8574,2190370,FERROUS FUMARATE/C/FOLIC ACID 300MG-1MG CA,FERROUS FUMARATE/C/FOLIC ACID,Neo-Fer Cf - Cap, 300MG-1MG CA,CAPSULE
8575,2190788,BETA-CAROTENE/VITAMIN E 2500-6 CA,BETA-CAROTENE/VITAMIN E,Carotenoid Complex Beta-Carotene W Vit.E Cap, 2500-6 CA,CAPSULE
8576,2190885,ACARBOSE 50 MG TA,ACARBOSE,Glucobay, 50 MG TA,TABLET
8577,2190893,ACARBOSE 100 MG TA,ACARBOSE,Glucobay, 100 MG TA,TABLET
8578,2190915,OMEPRAZOLE MAGNESIUM 20 MG TE,OMEPRAZOLE MAGNESIUM,Losec, 20 MG TE,TABLET DR
8579,2190958,TIO2/OCTINOXATE/OCTISALATE SPF 15 SK,TIO2/OCTINOXATE/OCTISALATE SPF,Hawaiian Tropic, 15 SK,LOTION
8580,2191016,TIO2/OCTINOXATE/OCTISALATE SPF 50 SK,TIO2/OCTINOXATE/OCTISALATE SPF,Hawaiian Tropic Baby Faces, 50 SK,LOTION
8581,2191180,FERROUS GLUCONATE 308(34.7) TA,FERROUS GLUCONATE,Iron Supplement, 308(34.7) TA,TABLET
8582,2191695,ACETIC ACID  SL,ACETIC ACID  SL,Acetic Acid Liquid(S#223)-Liq,,LIQUID
8583,2191768,MAGNESIUM SULFATE  SL,MAGNESIUM SULFATE  SL,Magnesium Sulfate Liquid (S#208)-Liq,,LIQUID
8584,2191830,NITRIC ACID  SL,NITRIC ACID  SL,Nitric Acid Liquid (S#201)-Liq,,LIQUID
8585,2192683,LAMIVUDINE 150 MG TA,LAMIVUDINE,3tc, 150 MG TA,TABLET
8586,2192691,LAMIVUDINE 10 MG/ML SJ,LAMIVUDINE,3tc, 10 MG/ML SJ,SOLUTION
8587,2192748,MYCOPHENOLATE MOFETIL 250 MG CA,MYCOPHENOLATE MOFETIL,Cellcept, 250 MG CA,CAPSULE
8588,2193043,LACTASE 4500 UNIT TA,LACTASE,Extra Strength Lactaid Tablets -, 4500 UNIT TA,TABLET
8589,2193078,E/LINOLEIC/GAMOL AC/EVE.PRIM 500-15-360 CA,E/LINOLEIC/GAMOL AC/EVE.PRIM,Evening Primrose Oil , 500-15-360 CA,CAPSULE
8590,2193426,SILVER  SL,SILVER  SL,Silver Liquid (S#107)-Liq,,LIQUID
8591,2193434,SILVER NITRATE  SL,SILVER NITRATE  SL,Silver Nitrate Liquid (S#106)-Liq,,LIQUID
8592,2193442,VALERIAN  SB,VALERIAN  SB,Valeriana Officinalis Liquid (S#105)-Liq,,FL EXTRACT
8593,2193949,PAPAIN 10 MG TC,PAPAIN,Gnc Natural Brand Chewable Papaya Enzyme Tab, 10 MG TC,TAB CHEW
8594,2193981,MULTIVITAMIN WITH IRON/B-CAINE  TA,MULTIVITAMIN WITH IRON/B-CAINE  TA,Dexatrim Tablets,,TABLET
